employee_id,period,month_of_work,year_of_work,hour_in_month,salary_per_month,fee_per_hour
1,202006,6,2020,37.0,7500000,202702.7
1,202005,5,2020,119.4,7500000,62814.07
1,202004,4,2020,131.3,7500000,57121.1
1,202003,3,2020,33.3,7500000,225225.23
1,202001,1,2020,56.0,7500000,133928.57
1,201912,12,2019,74.4,7500000,100806.45
1,201911,11,2019,38.7,7500000,193798.45
1,201910,10,2019,121.8,7500000,61576.35
7,201912,12,2019,9.5,7500000,789473.68
8,202003,3,2020,23.6,13000000,550847.46
8,202002,2,2020,33.2,13000000,391566.27
8,202001,1,2020,97.9,13000000,132788.56
8,201912,12,2019,69.2,13000000,187861.27
8,201911,11,2019,89.5,13000000,145251.4
8,201910,10,2019,123.3,13000000,105433.9
8,201909,9,2019,14.8,13000000,878378.38
9,202010,10,2020,45.4,13500000,297356.83
9,202009,9,2020,184.5,13500000,73170.73
9,202008,8,2020,173.5,13500000,77809.8
9,202007,7,2020,208.5,13500000,64748.2
9,202006,6,2020,202.9,13500000,66535.24
9,202005,5,2020,154.0,13500000,87662.34
9,202004,4,2020,216.3,13500000,62413.31
9,202003,3,2020,184.9,13500000,73012.44
9,202002,2,2020,144.7,13500000,93296.48
9,202001,1,2020,174.1,13500000,77541.64
9,201912,12,2019,153.9,13500000,87719.3
9,201911,11,2019,170.6,13500000,79132.47
9,201910,10,2019,124.1,13500000,108783.24
9,201909,9,2019,19.2,13500000,703125.0
10,202012,12,2020,47.5,9000000,189473.68
10,202011,11,2020,199.5,9000000,45112.78
10,202010,10,2020,190.0,9000000,47368.42
10,202009,9,2020,204.8,9000000,43945.31
10,202008,8,2020,168.6,9000000,53380.78
10,202007,7,2020,204.5,9000000,44009.78
10,202006,6,2020,192.3,9000000,46801.87
10,202005,5,2020,135.0,9000000,66666.67
10,202004,4,2020,189.5,9000000,47493.4
10,202003,3,2020,196.3,9000000,45848.19
10,202002,2,2020,171.6,9000000,52447.55
10,202001,1,2020,113.5,9000000,79295.15
10,201912,12,2019,146.2,9000000,61559.51
10,201911,11,2019,177.8,9000000,50618.67
10,201910,10,2019,210.6,9000000,42735.04
10,201909,9,2019,9.0,9000000,1000000.0
11,201911,11,2019,,8500000,
11,201910,10,2019,107.0,8500000,79439.25
11,201909,9,2019,55.7,8500000,152603.23
12,201910,10,2019,68.6,7500000,109329.45
12,201909,9,2019,9.4,7500000,797872.34
13,202012,12,2020,146.0,9500000,65068.49
13,202011,11,2020,221.8,9500000,42831.38
13,202010,10,2020,200.2,9500000,47452.55
13,202009,9,2020,252.0,9500000,37698.41
13,202008,8,2020,211.8,9500000,44853.64
13,202007,7,2020,278.7,9500000,34086.83
13,202006,6,2020,243.3,9500000,39046.44
13,202005,5,2020,174.3,9500000,54503.73
13,202004,4,2020,290.4,9500000,32713.5
13,202003,3,2020,235.5,9500000,40339.7
13,202002,2,2020,169.1,9500000,56179.78
13,202001,1,2020,202.5,9500000,46913.58
13,201912,12,2019,121.1,9500000,78447.56
13,201911,11,2019,173.9,9500000,54629.1
13,201910,10,2019,196.6,9500000,48321.46
13,201909,9,2019,47.4,9500000,200421.94
14,202012,12,2020,108.0,6000000,55555.56
14,202011,11,2020,189.0,6000000,31746.03
14,202010,10,2020,190.0,6000000,31578.95
14,202009,9,2020,180.0,6000000,33333.33
14,202008,8,2020,162.0,6000000,37037.04
14,202007,7,2020,198.0,6000000,30303.03
14,202006,6,2020,189.0,6000000,31746.03
14,202005,5,2020,135.0,6000000,44444.44
14,202004,4,2020,199.6,6000000,30060.12
14,202003,3,2020,195.4,6000000,30706.24
14,202002,2,2020,207.9,6000000,28860.03
14,202001,1,2020,198.4,6000000,30241.94
14,201912,12,2019,141.9,6000000,42283.3
14,201911,11,2019,167.6,6000000,35799.52
14,201910,10,2019,225.4,6000000,26619.34
14,201909,9,2019,57.3,6000000,104712.04
15,202012,12,2020,137.7,6000000,43572.98
15,202011,11,2020,187.5,6000000,32000.0
15,202010,10,2020,203.0,6000000,29556.65
15,202009,9,2020,171.5,6000000,34985.42
15,202008,8,2020,171.4,6000000,35005.83
15,202007,7,2020,199.3,6000000,30105.37
15,202003,3,2020,176.5,6000000,33994.33
15,202002,2,2020,147.4,6000000,40705.56
15,202001,1,2020,169.1,6000000,35481.96
15,201912,12,2019,128.0,6000000,46875.0
15,201911,11,2019,167.8,6000000,35756.85
15,201910,10,2019,172.6,6000000,34762.46
15,201909,9,2019,15.9,6000000,377358.49
16,201910,10,2019,72.5,10000000,137931.03
16,201909,9,2019,,10000000,
17,202002,2,2020,111.3,14000000,125786.16
17,202001,1,2020,177.0,14000000,79096.05
17,201912,12,2019,158.8,14000000,88161.21
17,201911,11,2019,180.2,14000000,77691.45
17,201910,10,2019,184.7,14000000,75798.59
17,201909,9,2019,46.5,14000000,301075.27
18,202012,12,2020,108.0,12000000,111111.11
18,202011,11,2020,180.0,12000000,66666.67
18,202010,10,2020,171.0,12000000,70175.44
18,202009,9,2020,188.7,12000000,63593.0
18,202008,8,2020,144.0,12000000,83333.33
18,202007,7,2020,190.0,12000000,63157.89
18,202006,6,2020,189.0,12000000,63492.06
18,202005,5,2020,171.0,12000000,70175.44
18,202004,4,2020,33.0,12000000,363636.36
18,202003,3,2020,99.2,12000000,120967.74
18,202002,2,2020,232.8,12000000,51546.39
18,202001,1,2020,238.2,12000000,50377.83
18,201912,12,2019,224.8,12000000,53380.78
18,201911,11,2019,165.7,12000000,72420.04
18,201910,10,2019,191.5,12000000,62663.19
18,201909,9,2019,65.5,12000000,183206.11
19,202012,12,2020,122.0,11500000,94262.3
19,202011,11,2020,125.2,11500000,91853.04
19,202010,10,2020,185.0,11500000,62162.16
19,202009,9,2020,240.5,11500000,47817.05
19,202008,8,2020,173.0,11500000,66473.99
19,202007,7,2020,209.0,11500000,55023.92
19,202006,6,2020,199.0,11500000,57788.94
19,202005,5,2020,202.0,11500000,56930.69
19,202004,4,2020,217.0,11500000,52995.39
19,202003,3,2020,192.7,11500000,59678.26
19,202002,2,2020,187.7,11500000,61267.98
19,202001,1,2020,195.3,11500000,58883.77
19,201912,12,2019,124.6,11500000,92295.35
19,201911,11,2019,176.9,11500000,65008.48
19,201910,10,2019,227.9,11500000,50460.73
19,201909,9,2019,56.6,11500000,203180.21
20,202011,11,2020,66.0,11500000,174242.42
20,202010,10,2020,151.0,11500000,76158.94
20,202009,9,2020,215.8,11500000,53290.08
20,202008,8,2020,157.5,11500000,73015.87
20,202007,7,2020,199.9,11500000,57528.76
20,202006,6,2020,184.9,11500000,62195.78
20,202005,5,2020,167.2,11500000,68779.9
20,202004,4,2020,247.2,11500000,46521.04
20,202003,3,2020,142.6,11500000,80645.16
20,202002,2,2020,141.4,11500000,81329.56
20,202001,1,2020,200.6,11500000,57328.02
20,201912,12,2019,176.9,11500000,65008.48
20,201911,11,2019,146.1,11500000,78713.21
20,201910,10,2019,160.6,11500000,71606.48
21,202012,12,2020,120.9,13500000,111662.53
21,202011,11,2020,189.0,13500000,71428.57
21,202010,10,2020,171.0,13500000,78947.37
21,202009,9,2020,189.0,13500000,71428.57
21,202008,8,2020,162.0,13500000,83333.33
21,202007,7,2020,198.0,13500000,68181.82
21,202006,6,2020,199.7,13500000,67601.4
21,202005,5,2020,171.8,13500000,78579.74
21,202004,4,2020,195.1,13500000,69195.28
21,202003,3,2020,183.2,13500000,73689.96
21,202002,2,2020,149.7,13500000,90180.36
21,202001,1,2020,162.4,13500000,83128.08
21,201912,12,2019,163.1,13500000,82771.31
21,201911,11,2019,181.7,13500000,74298.29
21,201910,10,2019,195.3,13500000,69124.42
21,201909,9,2019,157.5,13500000,85714.29
21,201908,8,2019,45.0,13500000,300000.0
22,202012,12,2020,45.0,8000000,177777.78
22,202011,11,2020,171.0,8000000,46783.63
22,202010,10,2020,171.0,8000000,46783.63
22,202009,9,2020,198.0,8000000,40404.04
22,202008,8,2020,165.0,8000000,48484.85
22,202007,7,2020,198.0,8000000,40404.04
22,202006,6,2020,189.0,8000000,42328.04
22,202005,5,2020,144.0,8000000,55555.56
22,202004,4,2020,189.3,8000000,42260.96
22,202003,3,2020,185.9,8000000,43033.89
22,202002,2,2020,122.0,8000000,65573.77
22,202001,1,2020,173.4,8000000,46136.1
22,201912,12,2019,147.7,8000000,54163.85
22,201911,11,2019,87.7,8000000,91220.07
22,201910,10,2019,190.3,8000000,42038.89
22,201909,9,2019,115.4,8000000,69324.09
22,201908,8,2019,45.6,8000000,175438.6
23,202012,12,2020,119.6,13000000,108695.65
23,202011,11,2020,192.5,13000000,67532.47
23,202010,10,2020,189.6,13000000,68565.4
23,202009,9,2020,200.7,13000000,64773.29
23,202008,8,2020,175.1,13000000,74243.29
23,202007,7,2020,190.2,13000000,68349.11
23,202006,6,2020,189.0,13000000,68783.07
23,202005,5,2020,170.9,13000000,76067.88
23,202004,4,2020,236.6,13000000,54945.05
23,202003,3,2020,180.7,13000000,71942.45
23,202002,2,2020,143.0,13000000,90909.09
23,202001,1,2020,186.3,13000000,69779.92
23,201912,12,2019,180.2,13000000,72142.06
23,201911,11,2019,150.5,13000000,86378.74
23,201910,10,2019,194.7,13000000,66769.39
23,201909,9,2019,58.9,13000000,220713.07
24,202012,12,2020,112.6,14500000,128774.42
24,202011,11,2020,107.5,14500000,134883.72
24,202010,10,2020,177.7,14500000,81598.2
24,202009,9,2020,215.2,14500000,67379.18
24,202008,8,2020,184.9,14500000,78420.77
24,202007,7,2020,208.2,14500000,69644.57
24,202006,6,2020,196.4,14500000,73828.92
24,202005,5,2020,151.3,14500000,95836.09
24,202004,4,2020,203.1,14500000,71393.4
24,202003,3,2020,193.4,14500000,74974.15
24,202002,2,2020,156.5,14500000,92651.76
24,202001,1,2020,151.5,14500000,95709.57
24,201912,12,2019,156.5,14500000,92651.76
24,201911,11,2019,170.8,14500000,84894.61
24,201910,10,2019,151.8,14500000,95520.42
25,201911,11,2019,126.0,12500000,99206.35
25,201910,10,2019,171.8,12500000,72759.02
26,202012,12,2020,117.0,10500000,89743.59
26,202011,11,2020,190.6,10500000,55089.19
26,202010,10,2020,171.0,10500000,61403.51
26,202009,9,2020,198.0,10500000,53030.3
26,202008,8,2020,162.0,10500000,64814.81
26,202007,7,2020,198.0,10500000,53030.3
26,202006,6,2020,189.0,10500000,55555.56
26,202005,5,2020,170.2,10500000,61692.13
26,202004,4,2020,208.5,10500000,50359.71
26,202003,3,2020,198.1,10500000,53003.53
26,202002,2,2020,218.6,10500000,48032.94
26,202001,1,2020,216.8,10500000,48431.73
26,201912,12,2019,159.8,10500000,65707.13
26,201911,11,2019,180.1,10500000,58300.94
26,201910,10,2019,196.4,10500000,53462.32
26,201909,9,2019,39.8,10500000,263819.1
27,202012,12,2020,108.0,9000000,83333.33
27,202011,11,2020,180.0,9000000,50000.0
27,202010,10,2020,171.0,9000000,52631.58
27,202009,9,2020,189.0,9000000,47619.05
27,202008,8,2020,162.0,9000000,55555.56
27,202007,7,2020,185.0,9000000,48648.65
27,202006,6,2020,180.0,9000000,50000.0
27,202005,5,2020,144.0,9000000,62500.0
27,202004,4,2020,180.0,9000000,50000.0
27,202003,3,2020,184.8,9000000,48701.3
27,202002,2,2020,177.1,9000000,50818.75
27,202001,1,2020,184.9,9000000,48674.96
27,201912,12,2019,172.6,9000000,52143.68
27,201911,11,2019,147.7,9000000,60934.33
27,201910,10,2019,148.6,9000000,60565.28
27,201909,9,2019,46.1,9000000,195227.77
28,202012,12,2020,126.0,8500000,67460.32
28,202011,11,2020,162.0,8500000,52469.14
28,202010,10,2020,171.0,8500000,49707.6
28,202009,9,2020,198.0,8500000,42929.29
28,202008,8,2020,162.0,8500000,52469.14
28,202007,7,2020,198.0,8500000,42929.29
28,202006,6,2020,190.1,8500000,44713.31
28,202005,5,2020,146.2,8500000,58139.53
28,202004,4,2020,214.2,8500000,39682.54
28,202003,3,2020,200.4,8500000,42415.17
28,202002,2,2020,181.4,8500000,46857.77
28,202001,1,2020,201.7,8500000,42141.79
28,201912,12,2019,171.2,8500000,49649.53
28,201911,11,2019,188.8,8500000,45021.19
28,201910,10,2019,106.2,8500000,80037.66
28,201909,9,2019,45.4,8500000,187224.67
29,202010,10,2020,162.0,14000000,86419.75
29,202009,9,2020,187.2,14000000,74786.32
29,202008,8,2020,145.0,14000000,96551.72
29,202007,7,2020,171.0,14000000,81871.35
29,202006,6,2020,189.0,14000000,74074.07
29,202005,5,2020,135.0,14000000,103703.7
29,202004,4,2020,162.0,14000000,86419.75
29,202003,3,2020,123.5,14000000,113360.32
29,202002,2,2020,32.7,14000000,428134.56
29,202001,1,2020,104.6,14000000,133843.21
29,201912,12,2019,107.2,14000000,130597.01
29,201911,11,2019,161.1,14000000,86902.55
29,201910,10,2019,139.5,14000000,100358.42
29,201909,9,2019,35.2,14000000,397727.27
30,202012,12,2020,117.0,5500000,47008.55
30,202011,11,2020,189.0,5500000,29100.53
30,202010,10,2020,173.0,5500000,31791.91
30,202009,9,2020,196.0,5500000,28061.22
30,202008,8,2020,171.0,5500000,32163.74
30,202007,7,2020,199.0,5500000,27638.19
30,202006,6,2020,180.0,5500000,30555.56
30,202005,5,2020,144.9,5500000,37957.21
30,202004,4,2020,267.0,5500000,20599.25
30,202003,3,2020,204.5,5500000,26894.87
30,202002,2,2020,163.2,5500000,33700.98
30,202001,1,2020,164.3,5500000,33475.35
30,201912,12,2019,173.5,5500000,31700.29
30,201911,11,2019,212.7,5500000,25858.02
30,201910,10,2019,212.4,5500000,25894.54
30,201909,9,2019,49.5,5500000,111111.11
31,202001,1,2020,28.5,13000000,456140.35
31,201912,12,2019,43.0,13000000,302325.58
31,201911,11,2019,159.0,13000000,81761.01
31,201910,10,2019,100.0,13000000,130000.0
31,201909,9,2019,,13000000,
31,201908,8,2019,,13000000,
32,202012,12,2020,126.4,14000000,110759.49
32,202011,11,2020,144.3,14000000,97020.1
32,202010,10,2020,162.1,14000000,86366.44
32,202009,9,2020,201.5,14000000,69478.91
32,202008,8,2020,139.4,14000000,100430.42
32,202007,7,2020,199.9,14000000,70035.02
32,202006,6,2020,192.2,14000000,72840.79
32,202005,5,2020,145.4,14000000,96286.11
32,202004,4,2020,191.3,14000000,73183.48
32,202003,3,2020,207.6,14000000,67437.38
32,202002,2,2020,165.8,14000000,84439.08
32,202001,1,2020,187.0,14000000,74866.31
32,201912,12,2019,177.1,14000000,79051.38
32,201911,11,2019,197.7,14000000,70814.37
32,201910,10,2019,222.2,14000000,63006.3
32,201909,9,2019,57.4,14000000,243902.44
33,201911,11,2019,10.2,9500000,931372.55
33,201910,10,2019,98.4,9500000,96544.72
33,201909,9,2019,,9500000,
34,202006,6,2020,95.5,13000000,136125.65
34,202005,5,2020,115.5,13000000,112554.11
34,202004,4,2020,136.6,13000000,95168.37
34,202003,3,2020,212.6,13000000,61147.7
34,202002,2,2020,207.9,13000000,62530.06
34,202001,1,2020,212.7,13000000,61118.95
34,201912,12,2019,203.5,13000000,63882.06
34,201911,11,2019,262.8,13000000,49467.28
34,201910,10,2019,251.1,13000000,51772.2
34,201909,9,2019,33.5,13000000,388059.7
35,202012,12,2020,15.1,13500000,894039.74
35,202009,9,2020,49.7,13500000,271629.78
35,202008,8,2020,157.6,13500000,85659.9
35,202007,7,2020,187.2,13500000,72115.38
35,202006,6,2020,115.3,13500000,117085.86
35,202005,5,2020,142.0,13500000,95070.42
35,202004,4,2020,161.1,13500000,83798.88
35,202003,3,2020,163.8,13500000,82417.58
35,202002,2,2020,154.1,13500000,87605.45
35,202001,1,2020,166.6,13500000,81032.41
35,201912,12,2019,151.7,13500000,88991.43
35,201911,11,2019,183.7,13500000,73489.38
35,201910,10,2019,188.3,13500000,71694.11
35,201909,9,2019,21.5,13500000,627906.98
36,202012,12,2020,57.9,6000000,103626.94
36,202011,11,2020,162.1,6000000,37014.19
36,202010,10,2020,196.9,6000000,30472.32
36,202009,9,2020,214.2,6000000,28011.2
36,202008,8,2020,177.4,6000000,33821.87
36,202007,7,2020,214.8,6000000,27932.96
36,202006,6,2020,177.7,6000000,33764.77
36,202005,5,2020,170.1,6000000,35273.37
36,202004,4,2020,196.0,6000000,30612.24
36,202003,3,2020,207.2,6000000,28957.53
36,202002,2,2020,181.2,6000000,33112.58
36,202001,1,2020,213.0,6000000,28169.01
36,201912,12,2019,162.3,6000000,36968.58
36,201911,11,2019,226.8,6000000,26455.03
36,201910,10,2019,191.6,6000000,31315.24
36,201909,9,2019,28.2,6000000,212765.96
37,202012,12,2020,42.6,6000000,140845.07
37,202011,11,2020,107.3,6000000,55917.99
37,202010,10,2020,264.0,6000000,22727.27
37,202009,9,2020,269.6,6000000,22255.19
37,202008,8,2020,229.9,6000000,26098.3
37,202007,7,2020,253.1,6000000,23706.05
37,202006,6,2020,250.7,6000000,23932.99
37,202005,5,2020,181.2,6000000,33112.58
37,202004,4,2020,147.6,6000000,40650.41
37,202003,3,2020,219.0,6000000,27397.26
37,202002,2,2020,232.3,6000000,25828.67
37,202001,1,2020,244.5,6000000,24539.88
37,201912,12,2019,253.8,6000000,23640.66
37,201911,11,2019,235.5,6000000,25477.71
37,201910,10,2019,231.5,6000000,25917.93
37,201909,9,2019,25.5,6000000,235294.12
38,202012,12,2020,88.1,11500000,130533.48
38,202011,11,2020,84.7,11500000,135773.32
38,202010,10,2020,177.8,11500000,64679.42
38,202009,9,2020,190.6,11500000,60335.78
38,202008,8,2020,158.5,11500000,72555.21
38,202007,7,2020,196.6,11500000,58494.4
38,202006,6,2020,175.7,11500000,65452.48
38,202005,5,2020,148.6,11500000,77388.96
38,202004,4,2020,165.2,11500000,69612.59
38,202003,3,2020,174.0,11500000,66091.95
38,202002,2,2020,181.4,11500000,63395.81
38,202001,1,2020,198.4,11500000,57963.71
38,201912,12,2019,170.1,11500000,67607.29
38,201911,11,2019,169.2,11500000,67966.9
38,201910,10,2019,185.4,11500000,62028.05
38,201909,9,2019,36.1,11500000,318559.56
39,202012,12,2020,7.7,5000000,649350.65
39,202009,9,2020,126.8,5000000,39432.18
39,202008,8,2020,159.1,5000000,31426.78
39,202007,7,2020,206.6,5000000,24201.36
39,202006,6,2020,179.5,5000000,27855.15
39,202005,5,2020,158.7,5000000,31505.99
39,202004,4,2020,177.0,5000000,28248.59
39,202003,3,2020,188.1,5000000,26581.61
39,202002,2,2020,183.3,5000000,27277.69
39,202001,1,2020,193.0,5000000,25906.74
39,201912,12,2019,170.0,5000000,29411.76
39,201911,11,2019,200.8,5000000,24900.4
39,201910,10,2019,204.6,5000000,24437.93
39,201909,9,2019,29.7,5000000,168350.17
40,202012,12,2020,37.5,8000000,213333.33
40,202011,11,2020,114.7,8000000,69747.17
40,202010,10,2020,178.3,8000000,44868.2
40,202009,9,2020,193.4,8000000,41365.05
40,202008,8,2020,174.2,8000000,45924.23
40,202007,7,2020,202.5,8000000,39506.17
40,202006,6,2020,167.7,8000000,47704.23
40,202005,5,2020,137.1,8000000,58351.57
40,202004,4,2020,174.6,8000000,45819.01
40,202003,3,2020,195.1,8000000,41004.61
40,202002,2,2020,166.7,8000000,47990.4
40,202001,1,2020,177.9,8000000,44969.08
40,201912,12,2019,161.3,8000000,49597.02
40,201911,11,2019,155.6,8000000,51413.88
40,201910,10,2019,212.6,8000000,37629.35
40,201909,9,2019,18.8,8000000,425531.91
41,202012,12,2020,-11.3,13500000,-1194690.27
41,202011,11,2020,-89.7,13500000,-150501.67
41,202010,10,2020,-94.2,13500000,-143312.1
41,202009,9,2020,,13500000,
41,202008,8,2020,12.2,13500000,1106557.38
41,202007,7,2020,-38.6,13500000,-349740.93
41,202006,6,2020,,13500000,
41,202005,5,2020,12.0,13500000,1125000.0
41,202004,4,2020,6.0,13500000,2250000.0
41,202003,3,2020,-9.6,13500000,-1406250.0
41,202002,2,2020,,13500000,
41,202001,1,2020,-10.9,13500000,-1238532.11
41,201912,12,2019,-18.6,13500000,-725806.45
41,201911,11,2019,-23.3,13500000,-579399.14
41,201910,10,2019,,13500000,
41,201909,9,2019,0.5,13500000,27000000.0
42,202012,12,2020,38.2,9500000,248691.1
42,202011,11,2020,111.9,9500000,84897.23
42,202010,10,2020,210.8,9500000,45066.41
42,202009,9,2020,237.0,9500000,40084.39
42,202008,8,2020,180.6,9500000,52602.44
42,202007,7,2020,206.2,9500000,46071.78
42,202006,6,2020,213.8,9500000,44434.05
42,202005,5,2020,133.0,9500000,71428.57
42,202004,4,2020,134.0,9500000,70895.52
42,202003,3,2020,219.3,9500000,43319.65
42,202002,2,2020,178.4,9500000,53251.12
42,202001,1,2020,184.8,9500000,51406.93
42,201912,12,2019,169.2,9500000,56146.57
42,201911,11,2019,187.3,9500000,50720.77
42,201910,10,2019,187.8,9500000,50585.73
42,201909,9,2019,31.3,9500000,303514.38
43,202012,12,2020,-31.2,14500000,-464743.59
43,202011,11,2020,-52.5,14500000,-276190.48
43,202010,10,2020,-77.5,14500000,-187096.77
43,202009,9,2020,-10.5,14500000,-1380952.38
43,202008,8,2020,10.4,14500000,1394230.77
43,202007,7,2020,6.1,14500000,2377049.18
43,202006,6,2020,-68.5,14500000,-211678.83
43,202005,5,2020,-24.0,14500000,-604166.67
43,202004,4,2020,6.0,14500000,2416666.67
43,202003,3,2020,12.0,14500000,1208333.33
43,202002,2,2020,-20.2,14500000,-717821.78
43,202001,1,2020,,14500000,
43,201912,12,2019,-61.2,14500000,-236928.1
43,201911,11,2019,1.9,14500000,7631578.95
43,201910,10,2019,,14500000,
43,201909,9,2019,2.0,14500000,7250000.0
44,202012,12,2020,78.5,9500000,121019.11
44,202011,11,2020,219.5,9500000,43280.18
44,202010,10,2020,272.0,9500000,34926.47
44,202009,9,2020,294.9,9500000,32214.31
44,202008,8,2020,260.3,9500000,36496.35
44,202007,7,2020,306.1,9500000,31035.61
44,202006,6,2020,280.7,9500000,33843.96
44,202005,5,2020,196.9,9500000,48247.84
44,202004,4,2020,156.8,9500000,60586.73
44,202003,3,2020,224.8,9500000,42259.79
44,202002,2,2020,200.9,9500000,47287.21
44,202001,1,2020,185.2,9500000,51295.9
44,201912,12,2019,151.4,9500000,62747.69
44,201911,11,2019,176.2,9500000,53916.0
44,201910,10,2019,214.4,9500000,44309.7
44,201909,9,2019,29.8,9500000,318791.95
45,202007,7,2020,41.5,10000000,240963.86
45,202006,6,2020,199.5,10000000,50125.31
45,202005,5,2020,147.8,10000000,67659.0
45,202004,4,2020,128.1,10000000,78064.01
45,202003,3,2020,202.8,10000000,49309.66
45,202002,2,2020,155.9,10000000,64143.68
45,202001,1,2020,186.6,10000000,53590.57
45,201912,12,2019,161.8,10000000,61804.7
45,201911,11,2019,168.1,10000000,59488.4
45,201910,10,2019,189.7,10000000,52714.81
45,201909,9,2019,31.8,10000000,314465.41
46,202009,9,2020,187.8,7500000,39936.1
46,202008,8,2020,157.1,7500000,47740.29
46,202007,7,2020,215.5,7500000,34802.78
46,202006,6,2020,167.4,7500000,44802.87
46,202005,5,2020,90.6,7500000,82781.46
46,202004,4,2020,127.7,7500000,58731.4
46,202003,3,2020,101.8,7500000,73673.87
46,202002,2,2020,183.1,7500000,40961.22
46,202001,1,2020,182.4,7500000,41118.42
46,201912,12,2019,178.2,7500000,42087.54
46,201911,11,2019,122.2,7500000,61374.8
46,201910,10,2019,199.2,7500000,37650.6
46,201909,9,2019,,7500000,
47,202003,3,2020,48.6,14500000,298353.91
47,202002,2,2020,150.0,14500000,96666.67
47,202001,1,2020,195.3,14500000,74244.75
47,201912,12,2019,175.7,14500000,82527.03
47,201911,11,2019,185.1,14500000,78336.03
47,201910,10,2019,179.1,14500000,80960.36
47,201909,9,2019,31.8,14500000,455974.84
48,202012,12,2020,98.6,11000000,111561.87
48,202011,11,2020,132.4,11000000,83081.57
48,202010,10,2020,206.3,11000000,53320.41
48,202009,9,2020,253.8,11000000,43341.21
48,202008,8,2020,253.7,11000000,43358.3
48,202007,7,2020,215.8,11000000,50973.12
48,202006,6,2020,220.2,11000000,49954.59
48,202005,5,2020,141.9,11000000,77519.38
48,202004,4,2020,174.0,11000000,63218.39
48,202003,3,2020,232.8,11000000,47250.86
48,202002,2,2020,190.2,11000000,57833.86
48,202001,1,2020,166.4,11000000,66105.77
48,201912,12,2019,171.4,11000000,64177.36
48,201911,11,2019,178.2,11000000,61728.4
48,201910,10,2019,148.6,11000000,74024.23
49,202012,12,2020,81.7,8000000,97919.22
49,202011,11,2020,196.2,8000000,40774.72
49,202010,10,2020,213.4,8000000,37488.28
49,202009,9,2020,235.9,8000000,33912.67
49,202008,8,2020,208.4,8000000,38387.72
49,202007,7,2020,234.3,8000000,34144.26
49,202006,6,2020,180.8,8000000,44247.79
49,202005,5,2020,113.0,8000000,70796.46
49,202004,4,2020,142.3,8000000,56219.26
49,202003,3,2020,182.1,8000000,43931.91
49,202002,2,2020,184.3,8000000,43407.49
49,202001,1,2020,183.2,8000000,43668.12
49,201912,12,2019,173.1,8000000,46216.06
49,201911,11,2019,170.3,8000000,46975.92
49,201910,10,2019,216.5,8000000,36951.5
49,201909,9,2019,46.9,8000000,170575.69
50,202012,12,2020,76.0,9000000,118421.05
50,202011,11,2020,145.3,9000000,61940.81
50,202010,10,2020,245.5,9000000,36659.88
50,202009,9,2020,224.1,9000000,40160.64
50,202008,8,2020,195.2,9000000,46106.56
50,202007,7,2020,246.4,9000000,36525.97
50,202006,6,2020,226.1,9000000,39805.4
50,202005,5,2020,160.3,9000000,56144.73
50,202004,4,2020,239.8,9000000,37531.28
50,202003,3,2020,238.9,9000000,37672.67
50,202002,2,2020,204.8,9000000,43945.31
50,202001,1,2020,217.4,9000000,41398.34
50,201912,12,2019,214.2,9000000,42016.81
50,201911,11,2019,221.8,9000000,40577.1
50,201910,10,2019,248.7,9000000,36188.18
50,201909,9,2019,28.6,9000000,314685.31
51,202012,12,2020,60.5,5500000,90909.09
51,202011,11,2020,135.3,5500000,40650.41
51,202010,10,2020,207.2,5500000,26544.4
51,202009,9,2020,227.2,5500000,24207.75
51,202008,8,2020,226.0,5500000,24336.28
51,202007,7,2020,245.2,5500000,22430.67
51,202006,6,2020,243.4,5500000,22596.55
51,202005,5,2020,175.8,5500000,31285.55
51,202004,4,2020,231.4,5500000,23768.37
51,202003,3,2020,224.6,5500000,24487.98
51,202002,2,2020,144.5,5500000,38062.28
51,202001,1,2020,179.3,5500000,30674.85
51,201912,12,2019,155.7,5500000,35324.34
51,201911,11,2019,193.1,5500000,28482.65
51,201910,10,2019,211.4,5500000,26017.03
51,201909,9,2019,27.8,5500000,197841.73
52,202012,12,2020,70.3,5500000,78236.13
52,202011,11,2020,159.3,5500000,34526.05
52,202010,10,2020,192.2,5500000,28616.03
52,202009,9,2020,213.7,5500000,25737.01
52,202008,8,2020,153.2,5500000,35900.78
52,202007,7,2020,205.5,5500000,26763.99
52,202006,6,2020,195.8,5500000,28089.89
52,202005,5,2020,176.4,5500000,31179.14
52,202004,4,2020,166.0,5500000,33132.53
52,202003,3,2020,198.4,5500000,27721.77
52,202002,2,2020,168.4,5500000,32660.33
52,202001,1,2020,179.7,5500000,30606.57
52,201912,12,2019,188.4,5500000,29193.21
52,201911,11,2019,173.4,5500000,31718.57
52,201910,10,2019,202.2,5500000,27200.79
52,201909,9,2019,37.7,5500000,145888.59
53,202012,12,2020,68.9,9500000,137880.99
53,202011,11,2020,147.9,9500000,64232.59
53,202010,10,2020,179.3,9500000,52983.83
53,202009,9,2020,212.7,9500000,44663.85
53,202008,8,2020,194.6,9500000,48818.09
53,202007,7,2020,189.2,9500000,50211.42
53,202006,6,2020,185.3,9500000,51268.21
53,202005,5,2020,167.1,9500000,56852.18
53,202004,4,2020,177.6,9500000,53490.99
53,202003,3,2020,192.4,9500000,49376.3
53,202002,2,2020,198.6,9500000,47834.84
53,202001,1,2020,197.2,9500000,48174.44
